n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,result_file_prefix,signal_value,reviews
596,6924,14798,5,47,heatmap_np596_npos6924_napp14798_ips5_max_app47,40,993.154362416107
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,0,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,1,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,2,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,3,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,4,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,5,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,6,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,7,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,8,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,9,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,10,671.1566265060242
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,11,669.8349397590362
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,12,638.6827309236947
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,13,510.0158634538152
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,14,421.96706827309237
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,15,437.9997991967872
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,16,466.8915662650602
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,17,496.07228915662637
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,18,525.2530120481929
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,19,554.433734939759
249,4687,7266,20,23,heatmap_np249_npos4687_napp7266_ips20_max_app23,20,583.6144578313254
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,0,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,1,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,2,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,3,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,4,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,5,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,6,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,7,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,8,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,9,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,10,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,11,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,12,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,13,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,14,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,15,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,16,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,17,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,18,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,19,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,20,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,21,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,22,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,23,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,24,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,25,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,26,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,27,180.06382978723408
329,6136,1911,18,31,heatmap_np329_npos6136_napp1911_ips18_max_app31,28,180.06382978723408
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,0,1402.0714285714287
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,1,1402.0714285714287
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,2,687.6231092436975
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,3,79.86649159663865
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,4,103.85714285714286
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,5,129.82142857142856
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,6,155.78571428571428
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,7,181.75
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,8,207.7142857142857
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,9,233.67857142857147
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,10,259.64285714285717
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,11,285.6071428571429
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,12,311.57142857142856
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,13,337.53571428571433
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,14,363.5
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,15,389.46428571428567
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,16,415.4285714285714
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,17,441.39285714285717
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,18,467.35714285714283
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,19,493.3214285714287
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,20,519.2857142857142
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,21,545.25
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,22,571.2142857142858
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,23,597.1785714285713
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,24,623.1428571428571
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,25,649.1071428571429
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,26,675.0714285714287
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,27,701.0357142857142
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,28,727.0
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,29,752.9642857142858
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,30,778.9285714285713
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,31,804.8928571428571
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,32,830.8571428571429
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,33,856.8214285714287
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,34,882.7857142857143
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,35,908.75
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,36,934.7142857142857
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,37,960.6785714285716
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,38,986.6428571428575
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,39,1012.6071428571425
476,3524,12359,7,54,heatmap_np476_npos3524_napp12359_ips7_max_app54,40,1038.5714285714287
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,0,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,1,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,2,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,3,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,4,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,5,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,6,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,7,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,8,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,9,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,10,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,11,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,12,341.4923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,13,341.16923076923075
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,14,339.0560897435897
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,15,330.11012820512826
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,16,305.5314743589743
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,17,262.56564102564096
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,18,213.5405769230769
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,19,182.33467948717947
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,20,170.7671794871795
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,21,172.70121794871795
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,22,179.0582051282051
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,23,187.05756410256407
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,24,195.1384615384615
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,25,203.27756410256416
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,26,211.4
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,27,219.53076923076924
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,28,227.66153846153853
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,29,235.7923076923077
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,30,243.92307692307696
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,31,252.0538461538462
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,32,260.18461538461537
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,33,268.31538461538463
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,34,276.44615384615383
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,35,284.57692307692304
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,36,292.70769230769224
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,37,300.83846153846173
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,38,308.9692307692309
780,8505,6342,13,42,heatmap_np780_npos8505_napp6342_ips13_max_app42,39,317.1000000000001
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,0,7333.538461538463
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,1,522.9910256410257
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,2,862.7692307692307
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,3,1294.1538461538464
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,4,1725.5384615384614
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,5,2156.923076923077
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,6,2588.307692307693
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,7,3019.6923076923076
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,8,3451.076923076923
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,9,3882.4615384615377
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,10,4313.846153846154
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,11,4745.230769230769
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,12,5176.615384615386
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,13,5608.0
39,1233,16824,12,17,heatmap_np39_npos1233_napp16824_ips12_max_app17,14,6039.384615384614
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,0,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,1,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,2,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,3,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,4,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,5,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,6,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,7,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,8,3307.8095238095243
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,9,2865.822222222222
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,10,910.3103174603175
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,11,957.5238095238095
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,12,1044.5714285714287
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,13,1131.6190476190473
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,14,1218.666666666667
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,15,1305.7142857142858
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,16,1392.7619047619048
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,17,1479.8095238095239
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,18,1566.8571428571427
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,19,1653.9047619047622
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,20,1740.952380952381
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,21,1828.0
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,22,1915.047619047619
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,23,2002.0952380952378
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,24,2089.142857142857
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,25,2176.1904761904757
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,26,2263.2380952380945
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,27,2350.2857142857147
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,28,2437.3333333333335
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,29,2524.3809523809527
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,30,2611.428571428572
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,31,2698.4761904761904
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,32,2785.5238095238096
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,33,2872.5714285714284
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,34,2959.6190476190477
63,6356,5484,8,38,heatmap_np63_npos6356_napp5484_ips8_max_app38,35,3046.666666666666
707,3928,17476,17,8,heatmap_np707_npos3928_napp17476_ips17_max_app8,0,197.74823196605377
707,3928,17476,17,8,heatmap_np707_npos3928_napp17476_ips17_max_app8,1,197.74823196605377
707,3928,17476,17,8,heatmap_np707_npos3928_napp17476_ips17_max_app8,2,197.74823196605377
707,3928,17476,17,8,heatmap_np707_npos3928_napp17476_ips17_max_app8,3,191.42241867043845
707,3928,17476,17,8,heatmap_np707_npos3928_napp17476_ips17_max_app8,4,134.99929278642148
707,3928,17476,17,8,heatmap_np707_npos3928_napp17476_ips17_max_app8,5,124.35113154172556
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,0,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,1,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,2,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,3,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,4,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,5,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,6,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,7,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,8,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,9,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,10,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,11,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,12,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,13,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,14,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,15,39.4647577092511
454,9056,943,11,19,heatmap_np454_npos9056_napp943_ips11_max_app19,16,39.4647577092511
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,0,1641.6178660049627
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,1,1581.7759305210918
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,2,115.14330024813898
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,3,96.56575682382137
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,4,128.7543424317618
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,5,160.9429280397022
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,6,193.13151364764272
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,7,225.32009925558313
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,8,257.5086848635236
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,9,289.6972704714641
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,10,321.8858560794044
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,11,354.0744416873449
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,12,386.26302729528544
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,13,418.45161290322574
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,14,450.64019851116626
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,15,482.8287841191067
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,16,515.0173697270473
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,17,547.2059553349877
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,18,579.3945409429282
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,19,611.5831265508684
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,20,643.7717121588088
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,21,675.9602977667494
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,22,708.1488833746898
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,23,740.3374689826303
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,24,772.5260545905709
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,25,804.7146401985112
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,26,836.9032258064515
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,27,869.091811414392
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,28,901.2803970223324
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,29,933.4689826302732
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,30,965.6575682382132
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,31,997.8461538461536
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,32,1030.0347394540945
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,33,1062.2233250620345
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,34,1094.4119106699754
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,35,1126.6004962779157
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,36,1158.7890818858564
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,37,1190.9776674937966
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,38,1223.1662531017369
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,39,1255.3548387096773
403,1306,12972,14,51,heatmap_np403_npos1306_napp12972_ips14_max_app51,40,1287.5434243176176
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,0,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,1,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,2,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,3,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,4,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,5,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,6,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,7,2942.547445255475
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,8,2932.4485401459856
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,9,1903.1401459854012
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,10,554.2667883211678
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,11,558.0693430656935
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,12,608.8029197080291
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,13,659.536496350365
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,14,710.2700729927006
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,15,761.0036496350365
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,16,811.7372262773722
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,17,862.4708029197079
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,18,913.2043795620439
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,19,963.9379562043796
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,20,1014.6715328467151
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,21,1065.4051094890515
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,22,1116.138686131387
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,23,1166.8722627737227
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,24,1217.6058394160582
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,25,1268.3394160583935
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,26,1319.07299270073
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,27,1369.8065693430658
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,28,1420.5401459854013
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,29,1471.2737226277375
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,30,1522.007299270073
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,31,1572.7408759124087
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,32,1623.4744525547444
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,33,1674.2080291970804
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,34,1724.9416058394158
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,35,1775.6751824817518
274,7898,13901,16,58,heatmap_np274_npos7898_napp13901_ips16_max_app58,36,1826.4087591240877
